SCHOOL_YEAR,DISTRICT_NUMBER,FSA_SKILL_CODE,GRADE,PERCENT_UNKNOWN,PERCENT_BELOW,PERCENT_MEETING,PERCENT_EXCEEDING,PERCENT_MEET_OR_EXCEED,SCORE_TYPE,SCORE,PARTICIPATION_RATE
2008/2009,051,R,7,9,7,69,15,84,IRT,520.9615,91
2009/2010,051,R,7,28,10,51,11,62,IRT,515.9219,72
2010/2011,051,R,7,11,19,59,12,70,IRT,495.7097,89
2011/2012,051,R,7,5,20,68,7,75,IRT,483.3407,95
2012/2013,051,R,7,11,15,64,10,74,IRT,495.8989,89
2013/2014,051,R,7,21,23,49,7,56,IRT,473.9889,79
2014/2015,051,R,7,21,12,57,10,67,IRT,495.358,79
2007/2008,052,R,7,6,37,48,9,57,IRT,457.3394,94
2008/2009,052,R,7,6,31,58,6,63,IRT,452.2,94
2009/2010,052,R,7,6,40,49,6,54,IRT,437.8036,94
2010/2011,052,R,7,6,43,47,5,51,IRT,423.8994,94
2011/2012,052,R,7,14,38,45,3,48,IRT,441.4524,86
2012/2013,052,R,7,10,42,45,3,48,IRT,441.1364,90
2013/2014,052,R,7,4,37,55,4,59,IRT,449.0486,96
2014/2015,052,R,7,8,37,52,3,55,IRT,438.7397,92
2007/2008,053,R,7,9,22,62,7,69,IRT,486.8482,91
2008/2009,053,R,7,7,19,66,9,75,IRT,489.0909,93
2009/2010,053,R,7,7,20,63,10,73,IRT,486.6597,93
2010/2011,053,R,7,3,17,72,8,80,IRT,491.1421,97
2011/2012,053,R,7,8,19,65,8,73,IRT,488.9573,92
2012/2013,053,R,7,7,16,64,13,77,IRT,504.6503,93
2013/2014,053,R,7,6,16,65,13,78,IRT,510.913,94
2014/2015,053,R,7,10,16,61,13,74,IRT,496.5263,90
2007/2008,054,R,7,7,31,54,9,63,IRT,472.0877,93
2008/2009,054,R,7,10,19,58,13,70,IRT,498.7532,90
2009/2010,054,R,7,8,25,54,13,67,IRT,494.9598,92
2010/2011,054,R,7,6,16,69,9,78,IRT,502.7101,94
2011/2012,054,R,7,8,26,56,10,66,IRT,481.5188,92
2012/2013,054,R,7,5,15,62,18,80,IRT,515.1438,95
2013/2014,054,R,7,11,16,56,17,73,IRT,509.5524,89
2014/2015,054,R,7,7,22,54,17,71,IRT,507.2126,93
2007/2008,057,R,7,6,24,62,8,70,IRT,480.9319,94
2008/2009,057,R,7,8,24,60,8,68,IRT,481.0536,92
2009/2010,057,R,7,10,29,54,7,60,IRT,463.0392,90
2010/2011,057,R,7,13,27,55,6,60,IRT,465.4354,87
2011/2012,057,R,7,9,24,60,7,67,IRT,475.6915,91
2012/2013,057,R,7,6,26,61,7,68,IRT,471.9715,94
2013/2014,057,R,7,7,25,59,8,67,IRT,475.1434,93
2014/2015,057,R,7,9,28,55,8,63,IRT,469.9645,91
2007/2008,058,R,7,7,38,49,6,55,IRT,455.3005,93
2008/2009,058,R,7,9,33,52,6,58,IRT,459.6238,91
2009/2010,058,R,7,12,33,51,4,54,IRT,448.6842,88
2010/2011,058,R,7,11,36,47,6,53,IRT,439.8457,89
2011/2012,058,R,7,7,25,60,8,68,IRT,471.7534,93
2012/2013,058,R,7,11,28,57,4,61,IRT,456.3468,89
2013/2014,058,R,7,10,27,51,12,62,IRT,473.7246,90
2014/2015,058,R,7,17,22,57,4,61,IRT,464.3516,83
2007/2008,059,R,7,8,36,48,7,56,IRT,451.2236,92
2008/2009,059,R,7,9,33,53,5,58,IRT,450.0315,91
2009/2010,059,R,7,7,36,52,5,57,IRT,452.5941,93
2010/2011,059,R,7,6,35,56,3,59,IRT,448.5637,94
2011/2012,059,R,7,6,30,59,5,64,IRT,459.8045,94
2012/2013,059,R,7,2,34,59,5,64,IRT,460.852,98
2013/2014,059,R,7,3,33,60,4,64,IRT,456.8143,97
2014/2015,059,R,7,5,30,58,7,65,IRT,458.8632,95
2007/2008,060,R,7,11,22,58,8,67,IRT,480.1877,89
2008/2009,060,R,7,10,26,55,9,64,IRT,480.2465,90
2009/2010,060,R,7,17,18,58,7,65,IRT,489.1524,83
2010/2011,060,R,7,13,25,55,7,62,IRT,474.9861,87
2011/2012,060,R,7,13,25,55,8,63,IRT,478.8663,87
2012/2013,060,R,7,10,28,54,8,62,IRT,470.5831,90
2013/2014,060,R,7,9,25,58,9,67,IRT,474.3385,91
2014/2015,060,R,7,8,24,62,6,68,IRT,476.0027,92
2007/2008,061,R,7,8,20,58,14,72,IRT,503.664,92
2008/2009,061,R,7,21,17,50,12,62,IRT,500.6011,79
2009/2010,061,R,7,29,14,48,9,57,IRT,498.9313,71
2010/2011,061,R,7,28,14,48,10,58,IRT,496.0166,72
2011/2012,061,R,7,26,13,50,11,61,IRT,510.2168,74
2012/2013,061,R,7,30,15,45,10,55,IRT,496.0637,70
2013/2014,061,R,7,29,15,45,11,57,IRT,504.6395,71
2014/2015,061,R,7,34,14,43,9,53,IRT,500.6275,66
2007/2008,062,R,7,14,29,51,6,57,IRT,463.4852,86
2008/2009,062,R,7,23,21,49,7,56,IRT,473.141,77
2009/2010,062,R,7,39,15,38,7,45,IRT,479.3102,61
2010/2011,062,R,7,38,19,40,3,43,IRT,457.3696,62
2011/2012,062,R,7,55,14,28,3,31,IRT,466.4885,45
2012/2013,062,R,7,43,17,36,4,40,IRT,462.25,57
2013/2014,062,R,7,41,15,40,4,44,IRT,482.6675,59
2014/2015,062,R,7,53,12,30,5,35,IRT,482.2457,47
2007/2008,063,R,7,6,17,64,14,77,IRT,503.3288,94
2008/2009,063,R,7,11,17,59,14,73,IRT,504.6763,89
2009/2010,063,R,7,26,14,51,10,60,IRT,497.2284,74
2010/2011,063,R,7,18,17,55,9,64,IRT,492.4317,82
2011/2012,063,R,7,9,24,58,9,67,IRT,482.3082,91
2012/2013,063,R,7,9,17,61,13,74,IRT,504.6859,91
2013/2014,063,R,7,9,14,61,16,77,IRT,513.785,91
2014/2015,063,R,7,22,14,55,8,64,IRT,497.81,78
2007/2008,064,R,7,5,26,59,10,69,IRT,475.8667,95
2008/2009,064,R,7,17,18,48,16,65,IRT,511.0693,83
2009/2010,064,R,7,12,16,64,8,72,IRT,492.96,88
2010/2011,064,R,7,20,21,52,7,59,IRT,474.6804,80
2011/2012,064,R,7,31,17,45,7,52,IRT,488.622,69
2012/2013,064,R,7,26,21,41,12,53,IRT,477.5833,74
2013/2014,064,R,7,39,9,47,5,52,IRT,508.8462,61
2014/2015,064,R,7,49,9,37,5,42,IRT,503.0152,51
2007/2008,067,R,7,6,23,62,9,70,IRT,483.2906,94
2008/2009,067,R,7,7,18,66,9,75,IRT,489.1752,93
2009/2010,067,R,7,13,25,55,6,61,IRT,469.5896,87
2010/2011,067,R,7,12,21,61,6,67,IRT,476.9181,88
2011/2012,067,R,7,3,17,72,8,80,IRT,494.2604,97
2012/2013,067,R,7,5,21,64,10,74,IRT,495.3699,95
2013/2014,067,R,7,10,16,66,8,74,IRT,494.2673,90
2014/2015,067,R,7,9,19,62,9,72,IRT,488.4196,91
2007/2008,068,R,7,13,25,54,8,63,IRT,475.9027,87
2008/2009,068,R,7,25,20,46,9,55,IRT,484.1103,75
2009/2010,068,R,7,19,24,49,8,57,IRT,470.8386,81
2010/2011,068,R,7,15,24,56,6,62,IRT,468.7217,85
2011/2012,068,R,7,15,27,51,7,58,IRT,467.3326,85
2012/2013,068,R,7,9,29,54,8,62,IRT,468.0271,91
2013/2014,068,R,7,11,24,58,7,66,IRT,477.6043,89
2014/2015,068,R,7,28,20,45,6,51,IRT,472.883,72
2007/2008,069,R,7,9,23,58,11,69,IRT,488.6278,91
2008/2009,069,R,7,15,21,54,9,63,IRT,491.7003,85
2009/2010,069,R,7,21,25,45,9,53,IRT,466.2143,79
2010/2011,069,R,7,14,25,52,8,60,IRT,474.3694,86
2011/2012,069,R,7,16,23,55,6,61,IRT,480.1821,84
2012/2013,069,R,7,9,19,60,12,72,IRT,493.4876,91
2013/2014,069,R,7,6,18,65,11,76,IRT,499.4143,94
2014/2015,069,R,7,11,26,56,7,63,IRT,472.6639,89
2007/2008,070,R,7,8,29,55,8,63,IRT,467.3096,92
2008/2009,070,R,7,6,30,56,9,64,IRT,474.0061,94
2009/2010,070,R,7,9,24,57,10,67,IRT,475.8224,91
2010/2011,070,R,7,9,24,62,5,67,IRT,467.685,91
2011/2012,070,R,7,6,27,64,3,67,IRT,466.0932,94
2012/2013,070,R,7,7,25,62,6,68,IRT,470.6774,93
2013/2014,070,R,7,9,37,50,5,55,IRT,427.6496,91
2014/2015,070,R,7,8,27,60,5,65,IRT,470.9375,92
2007/2008,071,R,7,11,25,55,9,64,IRT,480.0033,89
2008/2009,071,R,7,22,23,46,9,56,IRT,471.2799,78
2009/2010,071,R,7,21,19,53,7,60,IRT,484.8851,79
2010/2011,071,R,7,24,16,54,7,61,IRT,485.0212,76
2011/2012,071,R,7,17,22,55,6,61,IRT,473.7534,83
2012/2013,071,R,7,10,20,62,9,71,IRT,490.0116,90
2013/2014,071,R,7,14,23,56,7,64,IRT,478.5217,86
2014/2015,071,R,7,15,22,53,9,62,IRT,481.5298,85
2007/2008,072,R,7,23,24,47,6,53,IRT,463.3624,77
2008/2009,072,R,7,15,24,53,8,61,IRT,473.5403,85
2009/2010,072,R,7,38,21,37,4,41,IRT,465.9922,62
2010/2011,072,R,7,29,23,42,6,48,IRT,460.8562,71
2011/2012,072,R,7,35,26,37,3,40,IRT,452.1019,65
2012/2013,072,R,7,42,24,31,3,34,IRT,434,58
2013/2014,072,R,7,26,23,45,5,51,IRT,464.5616,74
2014/2015,072,R,7,42,23,31,3,34,IRT,377.3032,58
2007/2008,073,R,7,5,19,65,11,76,IRT,497.6314,95
2008/2009,073,R,7,7,19,61,13,74,IRT,498.3198,93
2009/2010,073,R,7,6,19,64,10,74,IRT,493.5542,94
2010/2011,073,R,7,5,20,67,8,75,IRT,489.8236,95
2011/2012,073,R,7,7,20,63,9,72,IRT,490.199,93
2012/2013,073,R,7,5,18,66,11,77,IRT,499.4476,95
2013/2014,073,R,7,4,16,69,11,80,IRT,500.3889,96
2014/2015,073,R,7,6,19,65,11,75,IRT,492.4377,94
2007/2008,074,R,7,4,32,56,8,64,IRT,461.7037,96
2008/2009,074,R,7,4,45,48,3,51,IRT,439.4393,96
2009/2010,074,R,7,6,39,46,10,55,IRT,456.2414,94
2010/2011,074,R,7,5,37,50,8,58,IRT,458.4731,95
2011/2012,074,R,7,9,29,53,10,62,IRT,470.6471,91
2012/2013,074,R,7,6,40,45,9,54,IRT,448.8831,94
2013/2014,074,R,7,12,26,59,4,63,IRT,462.1594,88
2014/2015,074,R,7,3,40,49,8,57,IRT,450.7059,97
2007/2008,075,R,7,10,20,62,8,70,IRT,487.7879,90
2008/2009,075,R,7,17,20,53,10,63,IRT,488.016,83
2009/2010,075,R,7,16,19,57,9,66,IRT,488.2957,84
2010/2011,075,R,7,17,25,53,5,58,IRT,462.4901,83
2011/2012,075,R,7,20,27,47,6,54,IRT,462.2231,80
2012/2013,075,R,7,20,29,46,5,51,IRT,454.3208,80
2013/2014,075,R,7,14,30,50,6,56,IRT,456.6756,86
2014/2015,075,R,7,13,28,55,3,58,IRT,455.6693,87
2007/2008,078,R,7,7,33,51,9,60,IRT,458,93
2008/2009,078,R,7,23,37,36,4,40,IRT,441.8898,77
2009/2010,078,R,7,32,33,30,5,35,IRT,440.086,68
2010/2011,078,R,7,31,26,39,5,44,IRT,450.4576,69
2011/2012,078,R,7,37,30,25,9,33,IRT,451.764,63
2012/2013,078,R,7,43,17,37,3,40,IRT,466.1111,57
2013/2014,078,R,7,54,12,28,6,35,IRT,473.2203,46
2014/2015,078,R,7,46,20,34,0,34,IRT,438.7121,54
2007/2008,079,R,7,9,33,51,8,58,IRT,454.07,91
2008/2009,079,R,7,13,23,55,10,64,IRT,481.3191,87
2009/2010,079,R,7,18,22,51,8,60,IRT,478.4175,82
2010/2011,079,R,7,20,22,51,7,58,IRT,472.8919,80
2011/2012,079,R,7,24,26,45,5,50,IRT,461.9562,76
2012/2013,079,R,7,22,22,50,7,57,IRT,475.9855,78
2013/2014,079,R,7,25,18,51,6,57,IRT,482.5697,75
2014/2015,079,R,7,34,19,40,7,48,IRT,474.4753,66
2007/2008,081,R,7,8,25,65,3,68,IRT,470.8028,92
2008/2009,081,R,7,12,24,55,9,64,IRT,483.1515,88
2009/2010,081,R,7,13,12,63,13,76,IRT,499.3382,87
2010/2011,081,R,7,8,5,80,8,88,IRT,513.9667,92
2011/2012,081,R,7,3,19,72,6,78,IRT,478.4394,97
2012/2013,081,R,7,8,13,73,6,80,IRT,500.1525,92
2013/2014,081,R,7,7,12,68,14,81,IRT,506.9273,93
2014/2015,081,R,7,4,27,65,4,69,IRT,471.4,96
2007/2008,082,R,7,4,29,59,8,67,IRT,466.8991,96
2008/2009,082,R,7,14,26,54,7,61,IRT,469.7442,86
2009/2010,082,R,7,14,26,53,8,60,IRT,471.5719,86
2010/2011,082,R,7,20,26,48,5,53,IRT,462.1227,80
2011/2012,082,R,7,36,26,34,4,38,IRT,447.5971,64
2012/2013,082,R,7,25,26,46,2,49,IRT,448.1845,75
2013/2014,082,R,7,17,31,46,6,52,IRT,449.694,83
2014/2015,082,R,7,22,32,43,3,46,IRT,439.6693,78
2007/2008,083,R,7,7,27,59,8,67,IRT,475.1214,93
2008/2009,083,R,7,11,26,53,10,63,IRT,480.0308,89
2009/2010,083,R,7,10,25,56,9,65,IRT,475.5279,90
2010/2011,083,R,7,11,28,57,5,62,IRT,460.9068,89
2011/2012,083,R,7,10,34,49,7,56,IRT,452.3341,90
2012/2013,083,R,7,15,30,50,5,55,IRT,447.546,85
2013/2014,083,R,7,15,30,49,5,55,IRT,459.5403,85
2014/2015,083,R,7,15,30,49,6,55,IRT,456.0801,85
2007/2008,084,R,7,5,51,41,3,43,IRT,404.8,95
2008/2009,084,R,7,4,52,41,4,44,IRT,433.2308,96
2009/2010,084,R,7,9,30,61,0,61,IRT,451.7333,91
2010/2011,084,R,7,5,46,46,3,49,IRT,425,95
2011/2012,084,R,7,8,64,28,0,28,IRT,384.6957,92
2012/2013,084,R,7,21,26,38,15,53,IRT,485.5556,79
2013/2014,084,R,7,9,47,38,6,44,IRT,442.1935,91
2014/2015,084,R,7,17,55,24,3,28,IRT,398.3333,83
2007/2008,085,R,7,4,27,60,9,69,IRT,471.0971,96
2008/2009,085,R,7,8,28,55,9,64,IRT,481.575,92
2009/2010,085,R,7,16,37,45,2,47,IRT,436.2903,84
2010/2011,085,R,7,24,27,46,4,50,IRT,454.3875,76
2011/2012,085,R,7,26,26,45,4,48,IRT,453.0635,74
2012/2013,085,R,7,9,37,49,5,54,IRT,443.7865,91
2013/2014,085,R,7,7,33,51,9,60,IRT,467.8842,93
2014/2015,085,R,7,5,30,60,5,65,IRT,458.5368,95
2007/2008,091,R,7,18,30,45,7,52,IRT,467.8467,82
2008/2009,091,R,7,14,27,49,10,59,IRT,475.1141,86
2009/2010,091,R,7,26,23,43,7,51,IRT,475.1222,74
2010/2011,091,R,7,24,24,47,5,52,IRT,466.9097,76
2011/2012,091,R,7,35,24,38,3,41,IRT,454.8204,65
2012/2013,091,R,7,31,26,39,5,43,IRT,448.0841,69
2013/2014,091,R,7,33,21,41,5,46,IRT,460.5266,67
2014/2015,091,R,7,39,19,36,6,42,IRT,472.7418,61
2007/2008,092,R,7,0,76,21,3,24,IRT,372.5152,100
2008/2009,092,R,7,17,60,20,3,23,IRT,394.32,83
2009/2010,092,R,7,10,60,30,0,30,IRT,378.7407,90
2010/2011,092,R,7,17,58,25,0,25,IRT,381,83
2011/2012,092,R,7,0,80,20,0,20,IRT,369.65,100
2012/2013,092,R,7,13,53,34,0,34,IRT,409.9286,88
2013/2014,092,R,7,14,45,41,0,41,IRT,414.2105,86
2014/2015,092,R,7,14,65,22,0,22,IRT,357.0313,86
2007/2008,093,R,7,0,21,57,22,79,IRT,492.3593,100
2008/2009,093,R,7,12,15,52,21,73,IRT,499.723,88
2009/2010,093,R,7,12,16,46,27,73,IRT,514.2183,88
2010/2011,093,R,7,9,19,51,20,72,IRT,493.0658,91
2011/2012,093,R,7,13,14,52,21,73,IRT,508.6096,87
2012/2013,093,R,7,19,13,47,21,67,IRT,505.0295,81
2013/2014,093,R,7,12,17,49,21,70,IRT,498.4006,88
2014/2015,093,R,7,23,13,41,23,64,IRT,467.6977,77
2007/2008,Prov,W,4,12,19,64,6,69,Pro,6.5804,88
2008/2009,Prov,W,4,18,16,62,4,66,Pro,6.5867,82
2009/2010,Prov,W,4,18,14,63,4,67,Pro,6.6495,82
2010/2011,Prov,W,4,17,12,66,5,71,Pro,6.8596,83
2011/2012,Prov,W,4,17,13,65,5,70,Pro,6.8324,83
2012/2013,Prov,W,4,16,12,66,6,72,Pro,6.8781,84
2013/2014,Prov,W,4,17,14,66,4,69,Pro,6.7104,83
2014/2015,Prov,W,4,21,12,62,5,66,Pro,6.8176,79
2007/2008,005,W,4,15,26,57,2,59,Pro,5.8609,85
2008/2009,005,W,4,14,17,63,7,70,Pro,6.9406,86
2009/2010,005,W,4,17,22,56,4,61,Pro,6.4216,83
2010/2011,005,W,4,19,22,56,4,60,Pro,6.341,81
2011/2012,005,W,4,4,21,63,13,75,Pro,7,96
2012/2013,005,W,4,13,20,66,1,67,Pro,6.1867,87
2013/2014,005,W,4,10,11,77,2,79,Pro,6.5828,90
2014/2015,005,W,4,21,12,57,10,66,Pro,7.0757,79
2007/2008,006,W,4,7,25,62,6,68,Pro,6.2646,93
2008/2009,006,W,4,10,31,58,2,60,Pro,5.8702,90
2009/2010,006,W,4,7,22,69,2,71,Pro,6.1038,93
2010/2011,006,W,4,9,14,71,6,77,Pro,6.7917,91
2011/2012,006,W,4,12,21,65,2,67,Pro,6.101,88
2012/2013,006,W,4,5,27,65,3,68,Pro,6.3026,95
2013/2014,006,W,4,6,23,68,3,71,Pro,6.2511,94
2014/2015,006,W,4,3,13,81,3,84,Pro,6.435,97
2007/2008,008,W,4,18,18,51,13,64,Pro,7.0106,82
2008/2009,008,W,4,27,21,50,2,52,Pro,5.919,73
2009/2010,008,W,4,21,14,51,14,65,Pro,7.4982,79
2010/2011,008,W,4,25,14,53,8,61,Pro,7.0661,75
2011/2012,008,W,4,35,17,45,4,49,Pro,6.5962,65
2012/2013,008,W,4,20,16,56,9,65,Pro,6.9158,80
2013/2014,008,W,4,22,25,50,4,54,Pro,6.419,78
2014/2015,008,W,4,23,29,45,3,48,Pro,5.8638,77
2007/2008,010,W,4,13,21,62,4,66,Pro,6.439,87
2008/2009,010,W,4,10,12,67,10,78,Pro,7.3182,90
2009/2010,010,W,4,8,8,78,5,84,Pro,7.0588,92
2010/2011,010,W,4,11,0,86,3,89,Pro,7.2424,89
2011/2012,010,W,4,40,14,40,6,46,Pro,6.8095,60
2012/2013,010,W,4,8,8,72,11,83,Pro,7.2727,92
2013/2014,010,W,4,21,5,72,3,74,Pro,6.8387,79
2014/2015,010,W,4,21,7,69,3,72,Pro,7.0435,79
2007/2008,019,W,4,5,24,65,6,71,Pro,6.6795,95
2008/2009,019,W,4,11,4,71,14,85,Pro,7.6875,89
2009/2010,019,W,4,12,1,74,12,86,Pro,8.3125,88
2010/2011,019,W,4,7,1,86,5,91,Pro,7.44,93
2011/2012,019,W,4,3,2,94,2,95,Pro,6.8871,97
2012/2013,019,W,4,10,23,68,0,68,Pro,5.875,90
2013/2014,019,W,4,16,26,57,2,59,Pro,5.9184,84
2014/2015,019,W,4,24,8,62,7,68,Pro,6.8448,76
2007/2008,020,W,4,7,13,77,3,80,Pro,6.542,93
2008/2009,020,W,4,16,19,62,2,65,Pro,6.3578,84
2009/2010,020,W,4,17,20,59,3,63,Pro,6.2636,83
2010/2011,020,W,4,16,8,71,5,76,Pro,7.0167,84
2011/2012,020,W,4,20,12,67,2,69,Pro,6.5829,80
2012/2013,020,W,4,21,6,64,8,72,Pro,7.0286,79
2013/2014,020,W,4,28,23,46,4,50,Pro,6,72
2014/2015,020,W,4,37,9,51,3,54,Pro,6.614,63
2007/2008,022,W,4,8,22,63,8,70,Pro,6.6879,92
2008/2009,022,W,4,21,21,53,6,59,Pro,6.6515,79
2009/2010,022,W,4,10,23,63,3,67,Pro,6.3786,90
2010/2011,022,W,4,14,14,60,12,72,Pro,7.3691,86
2011/2012,022,W,4,13,10,61,16,77,Pro,7.9234,87
2012/2013,022,W,4,13,10,65,11,77,Pro,7.6255,87
2013/2014,022,W,4,11,15,67,7,74,Pro,6.9689,89
2014/2015,022,W,4,14,14,60,12,72,Pro,7.4487,86
2007/2008,023,W,4,4,31,63,2,65,Pro,5.8986,96
2008/2009,023,W,4,8,11,79,2,81,Pro,6.5024,92
2009/2010,023,W,4,13,14,71,1,73,Pro,6.2216,87
2010/2011,023,W,4,10,6,80,4,84,Pro,7.0309,90
2011/2012,023,W,4,15,13,70,2,72,Pro,6.5166,85
2012/2013,023,W,4,14,16,63,8,71,Pro,6.9286,86
2013/2014,023,W,4,12,15,70,3,73,Pro,6.705,88
2014/2015,023,W,4,21,13,62,4,66,Pro,6.6088,79
2007/2008,027,W,4,7,40,51,2,53,Pro,5.7746,93
2008/2009,027,W,4,15,17,57,10,67,Pro,7.0029,85
2009/2010,027,W,4,9,21,64,6,71,Pro,6.6628,91
2010/2011,027,W,4,10,18,62,11,72,Pro,7.0904,90
2011/2012,027,W,4,7,26,57,10,67,Pro,6.7152,93
2012/2013,027,W,4,7,30,57,7,64,Pro,6.4041,93
2013/2014,027,W,4,11,30,54,6,59,Pro,6.0969,89
2014/2015,027,W,4,8,34,55,4,58,Pro,5.7093,92
2007/2008,028,W,4,14,46,39,1,40,Pro,5.135,86
2008/2009,028,W,4,24,36,40,0,40,Pro,5.2297,76
2009/2010,028,W,4,26,41,32,1,33,Pro,5.0959,74
2010/2011,028,W,4,28,31,41,0,41,Pro,5.006,72
2011/2012,028,W,4,25,35,38,2,40,Pro,5.3688,75
2012/2013,028,W,4,33,37,26,4,30,Pro,5.1871,67
2013/2014,028,W,4,35,32,28,4,32,Pro,5.2568,65
2014/2015,028,W,4,32,28,35,4,40,Pro,5.7394,68
2007/2008,033,W,4,8,11,69,12,81,Pro,7.5237,92
2008/2009,033,W,4,24,8,64,4,68,Pro,7.1935,76
2009/2010,033,W,4,16,11,60,13,72,Pro,7.5362,84
2010/2011,033,W,4,12,7,73,7,80,Pro,7.5429,88
2011/2012,033,W,4,8,10,72,10,82,Pro,7.6234,92
2012/2013,033,W,4,7,10,75,8,83,Pro,7.4171,93
2013/2014,033,W,4,8,14,72,5,78,Pro,6.9407,92
2014/2015,033,W,4,15,9,70,7,77,Pro,7.4418,85
2007/2008,034,W,4,5,10,75,10,85,Pro,7.7028,95
2008/2009,034,W,4,7,15,74,4,78,Pro,6.9748,93
2009/2010,034,W,4,10,13,69,9,78,Pro,7.5137,90
2010/2011,034,W,4,5,8,76,11,87,Pro,7.7295,95
2011/2012,034,W,4,6,10,77,8,84,Pro,7.555,94
2012/2013,034,W,4,6,7,75,12,87,Pro,7.7719,94
2013/2014,034,W,4,6,11,73,10,83,Pro,7.4889,94
2014/2015,034,W,4,7,10,73,10,83,Pro,7.3369,93
2007/2008,035,W,4,3,15,72,11,82,Pro,7.1678,97
2008/2009,035,W,4,9,16,69,5,75,Pro,6.8867,91
2009/2010,035,W,4,13,10,72,4,76,Pro,6.9767,87
2010/2011,035,W,4,10,13,71,6,77,Pro,6.8585,90
2011/2012,035,W,4,9,13,69,9,79,Pro,7.2185,91
2012/2013,035,W,4,9,13,72,6,78,Pro,7.0635,91
2013/2014,035,W,4,11,6,74,9,82,Pro,7.622,89
2014/2015,035,W,4,13,11,68,8,76,Pro,7.2187,87
2007/2008,036,W,4,12,19,66,3,69,Pro,6.1399,88
2008/2009,036,W,4,15,18,65,2,67,Pro,6.153,85
2009/2010,036,W,4,13,15,68,4,72,Pro,6.5457,87
2010/2011,036,W,4,11,11,75,4,78,Pro,6.7223,89
2011/2012,036,W,4,13,12,72,4,75,Pro,6.8366,87
2012/2013,036,W,4,12,10,76,2,78,Pro,6.6447,88
2013/2014,036,W,4,14,10,75,1,76,Pro,6.7654,86
2014/2015,036,W,4,17,10,70,3,73,Pro,6.8044,83
2007/2008,037,W,4,11,14,68,7,75,Pro,6.8061,89
2008/2009,037,W,4,19,11,67,3,70,Pro,6.6888,81
2009/2010,037,W,4,23,8,66,2,68,Pro,6.5716,77
2010/2011,037,W,4,25,8,63,4,67,Pro,6.8008,75
2011/2012,037,W,4,15,10,71,4,75,Pro,6.9104,85
2012/2013,037,W,4,14,10,72,4,76,Pro,6.7034,86
2013/2014,037,W,4,19,6,73,3,75,Pro,7.0465,81
2014/2015,037,W,4,27,9,61,3,64,Pro,6.9895,73
2007/2008,038,W,4,14,15,66,5,71,Pro,6.7772,86
2008/2009,038,W,4,14,10,66,10,76,Pro,7.4451,86
2009/2010,038,W,4,19,4,75,2,77,Pro,7.2193,81
2010/2011,038,W,4,18,6,73,3,76,Pro,7.0859,82
2011/2012,038,W,4,17,8,68,7,75,Pro,7.2013,83
2012/2013,038,W,4,17,9,68,6,73,Pro,6.9957,83
2013/2014,038,W,4,18,6,70,5,75,Pro,6.9924,82
2014/2015,038,W,4,27,9,60,4,64,Pro,7.0169,73
2007/2008,039,W,4,22,13,59,6,65,Pro,6.879,78
2008/2009,039,W,4,33,11,53,2,55,Pro,6.5364,67
2009/2010,039,W,4,37,12,48,3,50,Pro,6.4274,63
2010/2011,039,W,4,34,7,57,2,59,Pro,6.689,66
2011/2012,039,W,4,36,10,51,3,54,Pro,6.7156,64
2012/2013,039,W,4,32,9,55,4,58,Pro,6.8303,68
2013/2014,039,W,4,32,11,56,2,57,Pro,6.5336,68
2014/2015,039,W,4,36,8,53,3,56,Pro,6.8811,64
2007/2008,040,W,4,11,18,56,14,70,Pro,7.0222,89
2008/2009,040,W,4,15,16,61,7,69,Pro,6.9231,85
2009/2010,040,W,4,18,17,58,7,65,Pro,6.803,82
2010/2011,040,W,4,17,8,69,6,75,Pro,7.3282,83
2011/2012,040,W,4,15,10,71,4,75,Pro,6.6649,85
2012/2013,040,W,4,18,7,71,4,75,Pro,7.2832,82
2013/2014,040,W,4,19,10,68,3,71,Pro,6.8727,81
2014/2015,040,W,4,17,7,69,7,76,Pro,7.2177,83
2007/2008,041,W,4,19,15,60,5,66,Pro,6.4593,81
2008/2009,041,W,4,23,11,63,4,67,Pro,6.9116,77
2009/2010,041,W,4,21,16,61,2,63,Pro,6.361,79
2010/2011,041,W,4,21,8,64,6,71,Pro,7.3442,79
2011/2012,041,W,4,17,10,67,6,73,Pro,7.0117,83
2012/2013,041,W,4,19,9,69,3,72,Pro,6.806,81
2013/2014,041,W,4,21,9,68,2,70,Pro,6.5133,79
2014/2015,041,W,4,23,6,68,3,71,Pro,6.7991,77
2007/2008,042,W,4,6,23,68,2,71,Pro,5.9886,94
2008/2009,042,W,4,39,17,43,1,44,Pro,5.8696,61
2009/2010,042,W,4,15,13,70,2,72,Pro,6.3329,85
2010/2011,042,W,4,26,13,60,1,62,Pro,6.1643,74
2011/2012,042,W,4,22,13,64,1,65,Pro,6.1922,78
2012/2013,042,W,4,39,6,53,2,55,Pro,6.6143,61
2013/2014,042,W,4,34,15,50,1,51,Pro,6.1341,66
2014/2015,042,W,4,59,9,31,0,32,Pro,6.0026,41
2007/2008,043,W,4,10,15,66,9,75,Pro,7.1233,90
2008/2009,043,W,4,27,10,57,7,64,Pro,7.1954,73
2009/2010,043,W,4,22,12,62,4,66,Pro,6.8304,78
2010/2011,043,W,4,19,8,68,5,73,Pro,7.0917,81
2011/2012,043,W,4,19,9,69,4,72,Pro,6.8602,81
2012/2013,043,W,4,15,7,71,6,77,Pro,7.2427,85
